station_name,pref_cd,address,post_title,post_name,prefecture
南砂町,13,江東区南砂３-１１-８５,南砂町駅,南砂町,東京都
西葛西,13,江戸川区西葛西６-１４-１,西葛西駅,西葛西,東京都
葛西,13,江戸川区中葛西５-４３-１１,葛西駅,葛西,東京都
北綾瀬,13,足立区谷中２丁目,北綾瀬駅,北綾瀬,東京都
綾瀬,13,足立区綾瀬３丁目,綾瀬駅,綾瀬,東京都
北千住,13,足立区千住旭町,北千住駅,北千住,東京都
町屋,13,荒川区町屋１丁目,町屋駅,町屋,東京都
西日暮里,13,東京都荒川区西日暮里五丁目14-1,西日暮里駅,西日暮里,東京都
千駄木,13,文京区千駄木２丁目,千駄木駅,千駄木,東京都
根津,13,文京区根津１丁目,根津駅,根津,東京都
湯島,13,文京区湯島３丁目,湯島駅,湯島,東京都
新御茶ノ水,13,千代田区神田駿河台３丁目,新御茶ノ水駅,新御茶ノ水,東京都
大手町,13,千代田区大手町１丁目,大手町駅,大手町,東京都
二重橋前,13,千代田区丸の内２丁目,二重橋前駅,二重橋前,東京都
日比谷,13,千代田区有楽町１丁目,日比谷駅,日比谷,東京都
霞ケ関,13,千代田区霞が関２丁目,霞ケ関駅,霞ケ関,東京都
国会議事堂前,13,千代田区永田町１丁目,国会議事堂前駅,国会議事堂前,東京都
赤坂,13,港区赤坂５丁目,赤坂駅,赤坂,東京都
乃木坂,13,港区南青山１丁目,乃木坂駅,乃木坂,東京都
表参道,13,港区北青山３丁目,表参道駅,表参道,東京都
明治神宮前〈原宿〉,13,渋谷区神宮前１丁目,明治神宮前〈原宿〉駅,明治神宮前〈原宿〉,東京都
代々木公園,13,渋谷区富ケ谷１丁目,代々木公園駅,代々木公園,東京都
代々木上原,13,渋谷区西原３丁目,代々木上原駅,代々木上原,東京都
地下鉄成増,13,東京都板橋区成増二丁目11-3,地下鉄成増駅,地下鉄成増,東京都
地下鉄赤塚,13,東京都練馬区北町八丁目37-16,地下鉄赤塚駅,地下鉄赤塚,東京都
平和台,13,東京都練馬区早宮2-17-48,平和台駅,平和台,東京都
氷川台,13,東京都練馬区氷川台三丁目38-18,氷川台駅,氷川台,東京都
小竹向原,13,東京都練馬区小竹町二丁目16-15,小竹向原駅,小竹向原,東京都
千川,13,東京都豊島区要町三丁目10-7,千川駅,千川,東京都
要町,13,東京都豊島区要町一丁目1-10,要町駅,要町,東京都
池袋,13,東京都豊島区西池袋三丁目28-14,池袋駅,池袋,東京都
東池袋,13,東京都豊島区東池袋四丁目4-4,東池袋駅,東池袋,東京都
護国寺,13,東京都文京区大塚五丁目40-8,護国寺駅,護国寺,東京都
江戸川橋,13,東京都文京区関口一丁目19-6,江戸川橋駅,江戸川橋,東京都
飯田橋,13,東京都新宿区神楽坂一丁目13,飯田橋駅,飯田橋,東京都
市ケ谷,13,新宿区市谷田町一丁目先,市ケ谷駅,市ケ谷,東京都
麹町,13,東京都千代田区麹町三丁目2,麹町駅,麹町,東京都
永田町,13,東京都千代田区永田町一丁目11-28,永田町駅,永田町,東京都
桜田門,13,東京都千代田区霞が関二丁目1-1,桜田門駅,桜田門,東京都
有楽町,13,東京都千代田区有楽町一丁目11-1,有楽町駅,有楽町,東京都
銀座一丁目,13,東京都中央区銀座一丁目7-12,銀座一丁目駅,銀座一丁目,東京都
新富町,13,東京都中央区築地一丁目1-1,新富町駅,新富町,東京都
月島,13,東京都中央区月島一丁目3-9,月島駅,月島,東京都
豊洲,13,東京都江東区豊洲四丁目1-1,豊洲駅,豊洲,東京都
辰巳,13,東京都江東区辰巳一丁目1-44,辰巳駅,辰巳,東京都
新木場,13,東京都江東区新木場一丁目6,新木場駅,新木場,東京都
渋谷,13,東京都渋谷区道玄坂二丁目1-1,渋谷駅,渋谷,東京都
表参道,13,港区北青山３丁目,表参道駅,表参道,東京都
青山一丁目,13,港区南青山１-１-１９,青山一丁目駅,青山一丁目,東京都
永田町,13,東京都千代田区永田町一丁目11-29,永田町駅,永田町,東京都
半蔵門,13,千代田区麹町１-６,半蔵門駅,半蔵門,東京都
九段下,13,千代田区九段南１-６-１,九段下駅,九段下,東京都
神保町,13,千代田区神田神保町２-２,神保町駅,神保町,東京都
大手町,13,千代田区大手町１丁目,大手町駅,大手町,東京都
三越前,13,中央区日本橋室町１-８-１,三越前駅,三越前,東京都
水天宮前,13,中央区日本橋蛎殻町２-１-１,水天宮前駅,水天宮前,東京都
清澄白河,13,江東区白河１-７-１４,清澄白河駅,清澄白河,東京都
住吉,13,江東区住吉２-２３-１２,住吉駅,住吉,東京都
錦糸町,13,墨田区江東橋３丁目,錦糸町駅,錦糸町,東京都
押上〈スカイツリー前〉,13,墨田区押上一丁目,押上〈スカイツリー前〉駅,押上〈スカイツリー前〉,東京都
赤羽岩淵,13,北区赤羽１-５２-８,赤羽岩淵駅,赤羽岩淵,東京都
志茂,13,北区志茂２-１-１８,志茂駅,志茂,東京都
王子神谷,13,北区王子５-２-１１,王子神谷駅,王子神谷,東京都
王子,13,北区王子１丁目,王子駅,王子,東京都
西ケ原,13,東京都北区西ヶ原二丁目3-8,西ケ原駅,西ケ原,東京都
駒込,13,東京都豊島区駒込二丁目,駒込駅,駒込,東京都
本駒込,13,文京区向丘２-３７-１,本駒込駅,本駒込,東京都
東大前,13,文京区向丘１-１９-２,東大前駅,東大前,東京都
後楽園,13,文京区春日１-２-３,後楽園駅,後楽園,東京都
飯田橋,13,東京都新宿区神楽坂一丁目13,飯田橋駅,飯田橋,東京都
市ケ谷,13,新宿区市谷田町一丁目先,市ケ谷駅,市ケ谷,東京都
四ツ谷,13,新宿区四谷１丁目,四ツ谷駅,四ツ谷,東京都
永田町,13,東京都千代田区永田町一丁目11-28,永田町駅,永田町,東京都
溜池山王,13,千代田区永田町２-１１-１,溜池山王駅,溜池山王,東京都
六本木一丁目,13,港区六本木１-４-１,六本木一丁目駅,六本木一丁目,東京都
麻布十番,13,港区麻布十番４-４-９,麻布十番駅,麻布十番,東京都
白金高輪,13,港区高輪１-３-２０,白金高輪駅,白金高輪,東京都
白金台,13,港区白金台３-２,白金台駅,白金台,東京都
目黒,13,東京都品川区上大崎四丁目2-1,目黒駅,目黒,東京都
地下鉄成増,13,東京都板橋区成増二丁目11-3,地下鉄成増駅,地下鉄成増,東京都
地下鉄赤塚,13,東京都練馬区北町八丁目37-16,地下鉄赤塚駅,地下鉄赤塚,東京都
平和台,13,東京都練馬区早宮2-17-48,平和台駅,平和台,東京都
氷川台,13,東京都練馬区氷川台三丁目38-18,氷川台駅,氷川台,東京都
小竹向原,13,東京都練馬区小竹町二丁目16-15,小竹向原駅,小竹向原,東京都
千川,13,東京都豊島区要町三丁目10-7,千川駅,千川,東京都
要町,13,東京都豊島区要町一丁目1-10,要町駅,要町,東京都
池袋,13,東京都豊島区南池袋一丁目28-1,池袋駅,池袋,東京都
雑司が谷,13,豊島区雑司が谷二丁目,雑司が谷駅,雑司が谷,東京都
西早稲田,13,新宿区西早稲田二丁目,西早稲田駅,西早稲田,東京都
東新宿,13,新宿区新宿７-２７-３,東新宿駅,東新宿,東京都
新宿三丁目,13,新宿区新宿３-１４-１,新宿三丁目駅,新宿三丁目,東京都
北参道,13,渋谷区千駄ヶ谷４丁目,北参道駅,北参道,東京都
明治神宮前〈原宿〉,13,渋谷区神宮前１丁目,明治神宮前〈原宿〉駅,明治神宮前〈原宿〉,東京都
渋谷,13,東京都渋谷区道玄坂二丁目1-1,渋谷駅,渋谷,東京都
新宿,13,東京都新宿区新宿三丁目38-1,新宿駅,新宿,東京都
渋谷,13,東京都渋谷区道玄坂一丁目1-1,渋谷駅,渋谷,東京都
恵比寿,13,東京都渋谷区恵比寿南一丁目5-5,恵比寿駅,恵比寿,東京都
大崎,13,東京都品川区大崎一丁目21-4,大崎駅,大崎,東京都
西大井,13,品川区西大井１丁目,西大井駅,西大井,東京都
都庁前,13,新宿区西新宿２-８-１,都庁前駅,都庁前,東京都
新宿西口,13,新宿区西新宿１-３-１７,新宿西口駅,新宿西口,東京都
東新宿,13,新宿区新宿７-２７-３,東新宿駅,東新宿,東京都
若松河田,13,新宿区河田町１０-１０,若松河田駅,若松河田,東京都
牛込柳町,13,新宿区原町２-３２,牛込柳町駅,牛込柳町,東京都
牛込神楽坂,13,新宿区箪笥町１５,牛込神楽坂駅,牛込神楽坂,東京都
飯田橋,13,東京都文京区後楽一丁目9-5,飯田橋駅,飯田橋,東京都
春日,13,文京区春日１-１６-１７,春日駅,春日,東京都
本郷三丁目,13,文京区本郷２-３９-１,本郷三丁目駅,本郷三丁目,東京都
上野御徒町,13,台東区上野５-２６-６,上野御徒町駅,上野御徒町,東京都
新御徒町,13,台東区元浅草１-５-２,新御徒町駅,新御徒町,東京都
蔵前,13,台東区蔵前２-３-１,蔵前駅,蔵前,東京都
両国,13,墨田区横網１丁目,両国駅,両国,東京都
森下,13,江東区森下２-１７-１７,森下駅,森下,東京都
清澄白河,13,江東区白河１-７-１４,清澄白河駅,清澄白河,東京都
門前仲町,13,江東区門前仲町１丁目,門前仲町駅,門前仲町,東京都
月島,13,東京都中央区月島一丁目3-9,月島駅,月島,東京都
勝どき,13,中央区勝どき２-１０-１５,勝どき駅,勝どき,東京都
築地市場,13,中央区築地５-１-２,築地市場駅,築地市場,東京都
汐留,13,港区東新橋１丁目５,汐留駅,汐留,東京都
大門,13,港区浜松町１-２７-１２,大門駅,大門,東京都
赤羽橋,13,港区東麻布１-２８-１３,赤羽橋駅,赤羽橋,東京都
麻布十番,13,港区麻布十番４-４-９,麻布十番駅,麻布十番,東京都
六本木,13,港区六本木６-１-２５,六本木駅,六本木,東京都
青山一丁目,13,港区南青山１-１-１９,青山一丁目駅,青山一丁目,東京都
国立競技場,13,新宿区霞ケ丘町１０-３,国立競技場駅,国立競技場,東京都
代々木,13,東京都渋谷区代々木一丁目35-5,代々木駅,代々木,東京都
新宿,13,東京都渋谷区代々木二丁目1-1,新宿駅,新宿,東京都
西新宿五丁目,13,新宿区西新宿５-２５-９,西新宿五丁目駅,西新宿五丁目,東京都
中野坂上,13,中野区中央２-１-２,中野坂上駅,中野坂上,東京都
東中野,13,中野区東中野４丁目,東中野駅,東中野,東京都
中井,13,新宿区中落合１-１９-１,中井駅,中井,東京都
落合南長崎,13,新宿区西落合３-１-１８,落合南長崎駅,落合南長崎,東京都
新江古田,13,中野区江原町２-２９-１３,新江古田駅,新江古田,東京都
練馬,13,練馬区練馬１-３-５,練馬駅,練馬,東京都
豊島園,13,練馬区練馬４-１６-５,豊島園駅,豊島園,東京都
練馬春日町,13,練馬区春日町３-２９-２５,練馬春日町駅,練馬春日町,東京都
光が丘,13,練馬区光が丘２-９-５,光が丘駅,光が丘,東京都
西馬込,13,大田区西馬込２-１-６,西馬込駅,西馬込,東京都
馬込,13,大田区北馬込２-３１-９,馬込駅,馬込,東京都
中延,13,品川区中延４-５-５,中延駅,中延,東京都
戸越,13,品川区戸越３-４-１７,戸越駅,戸越,東京都
五反田,13,東京都品川区東五反田一丁目26-14,五反田駅,五反田,東京都
高輪台,13,港区白金台２-２６-７,高輪台駅,高輪台,東京都
泉岳寺,13,港区高輪２-１６-３４,泉岳寺駅,泉岳寺,東京都
三田,13,港区芝５-３４-１０,三田駅,三田,東京都
大門,13,港区浜松町１-２７-１２,大門駅,大門,東京都
新橋,13,東京都港区新橋二丁目21-1,新橋駅,新橋,東京都
東銀座,13,中央区銀座４-１２-１５,東銀座駅,東銀座,東京都
宝町,13,中央区京橋２-１３-１１,宝町駅,宝町,東京都
日本橋,13,中央区日本橋１丁目,日本橋駅,日本橋,東京都
人形町,13,中央区日本橋人形町２-６-５,人形町駅,人形町,東京都
東日本橋,13,中央区東日本橋３-１１-８,東日本橋駅,東日本橋,東京都
浅草橋,13,台東区浅草橋１丁目,浅草橋駅,浅草橋,東京都
蔵前,13,台東区蔵前２-３-１,蔵前駅,蔵前,東京都
浅草,13,東京都台東区駒形一丁目12-14,浅草駅,浅草,東京都
本所吾妻橋,13,墨田区吾妻橋３-７-１６,本所吾妻橋駅,本所吾妻橋,東京都
押上（スカイツリー前）,13,墨田区押上一丁目,押上（スカイツリー前）駅,押上（スカイツリー前）,東京都
目黒,13,東京都品川区上大崎四丁目2-1,目黒駅,目黒,東京都
白金台,13,港区白金台３-２,白金台駅,白金台,東京都
白金高輪,13,港区高輪１-３-２０,白金高輪駅,白金高輪,東京都
三田,13,港区芝５-３４-１０,三田駅,三田,東京都
芝公園,13,港区芝公園４-８-１４,芝公園駅,芝公園,東京都
御成門,13,港区西新橋３-２４-６,御成門駅,御成門,東京都
内幸町,13,千代田区内幸町２-２-３,内幸町駅,内幸町,東京都
日比谷,13,千代田区有楽町１丁目,日比谷駅,日比谷,東京都
大手町,13,千代田区大手町１丁目,大手町駅,大手町,東京都
神保町,13,千代田区神田神保町２-２,神保町駅,神保町,東京都
水道橋,13,文京区後楽一丁目3-42,水道橋駅,水道橋,東京都
春日,13,文京区春日１-１６-１７,春日駅,春日,東京都
白山,13,文京区白山５-３６-１０,白山駅,白山,東京都
千石,13,文京区千石１-２９-１３,千石駅,千石,東京都
巣鴨,13,東京都豊島区巣鴨三丁目27-7,巣鴨駅,巣鴨,東京都
西巣鴨,13,豊島区西巣鴨３-２５-１３,西巣鴨駅,西巣鴨,東京都
新板橋,13,板橋区板橋１-５３-１７,新板橋駅,新板橋,東京都
板橋区役所前,13,板橋区板橋２-６６-１７,板橋区役所前駅,板橋区役所前,東京都
板橋本町,13,板橋区大和町１７-１,板橋本町駅,板橋本町,東京都
本蓮沼,13,板橋区蓮沼町１９-８,本蓮沼駅,本蓮沼,東京都
志村坂上,13,板橋区志村１-１４-１３,志村坂上駅,志村坂上,東京都
志村三丁目,13,板橋区志村３-２３-１,志村三丁目駅,志村三丁目,東京都
蓮根,13,板橋区蓮根２-３１-３０,蓮根駅,蓮根,東京都
西台,13,板橋区高島平９-１-１,西台駅,西台,東京都
高島平,13,板橋区高島平８-２-１,高島平駅,高島平,東京都
新高島平,13,板橋区高島平７-１,新高島平駅,新高島平,東京都
西高島平,13,板橋区高島平６-１,西高島平駅,西高島平,東京都
新宿,13,東京都新宿区西新宿一丁目18,新宿駅,新宿,東京都
新宿三丁目,13,新宿区新宿３-１４-１,新宿三丁目駅,新宿三丁目,東京都
曙橋,13,新宿区住吉町７-１,曙橋駅,曙橋,東京都
市ヶ谷,13,千代田区九段南四丁目8-22,市ヶ谷駅,市ヶ谷,東京都
九段下,13,千代田区九段南１-６-１,九段下駅,九段下,東京都
神保町,13,千代田区神田神保町２-２,神保町駅,神保町,東京都
小川町,13,千代田区神田小川町１-６,小川町駅,小川町,東京都
岩本町,13,千代田区神田岩本町１,岩本町駅,岩本町,東京都
馬喰横山,13,中央区日本橋横山町４-１３,馬喰横山駅,馬喰横山,東京都
浜町,13,中央区日本橋浜町２-５９-３,浜町駅,浜町,東京都
森下,13,江東区森下２-１７-１７,森下駅,森下,東京都
菊川,13,墨田区菊川３-１６-２,菊川駅,菊川,東京都
住吉,13,江東区住吉２-２３-１２,住吉駅,住吉,東京都
西大島,13,江東区大島２-４１-１９,西大島駅,西大島,東京都
大島,13,江東区大島５-１０-８,大島駅,大島,東京都
東大島,13,江東区大島９-３-１４,東大島駅,東大島,東京都
船堀,13,江戸川区船堀３-６-１,船堀駅,船堀,東京都
一之江,13,江戸川区春江町４-２,一之江駅,一之江,東京都
瑞江,13,江戸川区瑞江２-２-１,瑞江駅,瑞江,東京都
篠崎,13,江戸川区篠崎町７-２７-１,篠崎駅,篠崎,東京都
三ノ輪橋,13,荒川区南千住１,三ノ輪橋駅,三ノ輪橋,東京都
荒川一中前,13,荒川区南千住１-１,荒川一中前駅,荒川一中前,東京都
荒川区役所前,13,荒川区荒川１,荒川区役所前駅,荒川区役所前,東京都
荒川二丁目,13,荒川区荒川２,荒川二丁目駅,荒川二丁目,東京都
荒川七丁目,13,荒川区荒川７,荒川七丁目駅,荒川七丁目,東京都
町屋駅前,13,荒川区荒川７,町屋駅前駅,町屋駅前,東京都
町屋二丁目,13,荒川区荒川６,町屋二丁目駅,町屋二丁目,東京都
東尾久三丁目,13,荒川区東尾久３,東尾久三丁目駅,東尾久三丁目,東京都
熊野前,13,荒川区東尾久５,熊野前駅,熊野前,東京都
宮ノ前,13,荒川区東尾久５,宮ノ前駅,宮ノ前,東京都
小台,13,荒川区西尾久５,小台駅,小台,東京都
荒川遊園地前,13,荒川区西尾久５,荒川遊園地前駅,荒川遊園地前,東京都
荒川車庫前,13,荒川区西尾久７,荒川車庫前駅,荒川車庫前,東京都
梶原,13,北区堀船３,梶原駅,梶原,東京都
栄町,13,北区栄町,栄町駅,栄町,東京都
王子駅前,13,北区王子１,王子駅前駅,王子駅前,東京都
飛鳥山,13,北区滝野川１,飛鳥山駅,飛鳥山,東京都
滝野川一丁目,13,北区滝野川１,滝野川一丁目駅,滝野川一丁目,東京都
西ヶ原四丁目,13,東京都北区西ヶ原四丁目,西ヶ原四丁目駅,西ヶ原四丁目,東京都
新庚申塚,13,豊島区西巣鴨４,新庚申塚駅,新庚申塚,東京都
庚申塚,13,豊島区西巣鴨３,庚申塚駅,庚申塚,東京都
巣鴨新田,13,豊島区西巣鴨１,巣鴨新田駅,巣鴨新田,東京都
大塚駅前,13,豊島区南大塚３,大塚駅前駅,大塚駅前,東京都
向原,13,豊島区南大塚３,向原駅,向原,東京都
東池袋四丁目,13,豊島区東池袋５,東池袋四丁目駅,東池袋四丁目,東京都
都電雑司ヶ谷,13,東京都豊島区南池袋,都電雑司ヶ谷駅,都電雑司ヶ谷,東京都
鬼子母神前,13,豊島区雑司が谷２,鬼子母神前駅,鬼子母神前,東京都
学習院下,13,豊島区高田２,学習院下駅,学習院下,東京都
面影橋,13,新宿区西早稲田３,面影橋駅,面影橋,東京都
早稲田,13,東京都新宿区西早稲田一丁目,早稲田駅,早稲田,東京都
赤羽岩淵,13,北区赤羽１-５２-８,赤羽岩淵駅,赤羽岩淵,東京都
秋葉原,13,東京都千代田区神田佐久間町一丁目6-10,秋葉原駅,秋葉原,東京都
新御徒町,13,台東区元浅草１-５-２,新御徒町駅,新御徒町,東京都
浅草,13,東京都台東区西浅草三丁目1-11,浅草駅,浅草,東京都
南千住,13,荒川区南千住４丁目,南千住駅,南千住,東京都
北千住,13,足立区千住旭町,北千住駅,北千住,東京都
青井,13,足立区青井三丁目,青井駅,青井,東京都
六町,13,足立区六町四丁目,六町駅,六町,東京都
新橋,13,東京都港区東新橋一丁目5-13,新橋駅,新橋,東京都
汐留,13,港区東新橋１丁目５,汐留駅,汐留,東京都
竹芝,13,港区海岸１-１３-１０,竹芝駅,竹芝,東京都
日の出,13,港区海岸２-７-６８,日の出駅,日の出,東京都
芝浦ふ頭,13,港区海岸３-２２-１２,芝浦ふ頭駅,芝浦ふ頭,東京都
お台場海浜公園,13,港区台場２-３,お台場海浜公園駅,お台場海浜公園,東京都
台場,13,港区台場２-６,台場駅,台場,東京都
東京国際クルーズターミナル,13,江東区青海1丁目1-49,東京国際クルーズターミナル駅,東京国際クルーズターミナル,東京都
テレコムセンター,13,江東区青海２-２９,テレコムセンター駅,テレコムセンター,東京都
青海,13,江東区青海１,青海駅,青海,東京都
東京ビッグサイト,13,江東区有明三丁目6-15,東京ビッグサイト駅,東京ビッグサイト,東京都
有明,13,江東区有明２-５,有明駅,有明,東京都
有明テニスの森,13,江東区有明１丁目,有明テニスの森駅,有明テニスの森,東京都
市場前,13,江東区豊洲６丁目,市場前駅,市場前,東京都
新豊洲,13,江東区豊洲６丁目,新豊洲駅,新豊洲,東京都
豊洲,13,東京都江東区豊洲二丁目2,豊洲駅,豊洲,東京都
多摩センター,13,多摩市落合１-４８-１,多摩センター駅,多摩センター,東京都
松が谷,13,八王子市松が谷４０,松が谷駅,松が谷,東京都
大塚・帝京大学,13,八王子市大塚１４７３,大塚・帝京大学駅,大塚・帝京大学,東京都
中央大学・明星大学,13,八王子市東中野７４２,中央大学・明星大学駅,中央大学・明星大学,東京都
多摩動物公園,13,日野市程久保３-３６-３９,多摩動物公園駅,多摩動物公園,東京都
程久保,13,日野市程久保８-１,程久保駅,程久保,東京都
高幡不動,13,日野市高幡１３９,高幡不動駅,高幡不動,東京都
万願寺,13,日野市新井１２４,万願寺駅,万願寺,東京都
甲州街道,13,日野市日野１０３０,甲州街道駅,甲州街道,東京都
柴崎体育館,13,立川市柴崎町６-１０７,柴崎体育館駅,柴崎体育館,東京都
立川南,13,立川市柴崎町３-７,立川南駅,立川南,東京都
立川北,13,立川市曙町２-４,立川北駅,立川北,東京都
高松,13,立川市高松町１-１００,高松駅,高松,東京都
立飛,13,立川市泉町９３５,立飛駅,立飛,東京都
泉体育館,13,立川市泉町８４１,泉体育館駅,泉体育館,東京都
砂川七番,13,立川市幸町５-１,砂川七番駅,砂川七番,東京都
玉川上水,13,立川市幸町６-３６-１,玉川上水駅,玉川上水,東京都
桜街道,13,東大和市上北台３-４７０,桜街道駅,桜街道,東京都
上北台,13,東大和市上北台１-７４２,上北台駅,上北台,東京都
モノレール浜松町,13,東京都港区浜松町二丁目4-12,モノレール浜松町駅,モノレール浜松町,東京都
天王洲アイル,13,品川区東品川２-５-１９,天王洲アイル駅,天王洲アイル,東京都
大井競馬場前,13,品川区勝島２-２-３５,大井競馬場前駅,大井競馬場前,東京都
流通センター,13,大田区平和島６-１-２,流通センター駅,流通センター,東京都
昭和島,13,大田区昭和島２-２-１,昭和島駅,昭和島,東京都
整備場,13,大田区羽田空港１-７-４,整備場駅,整備場,東京都
天空橋,13,大田区羽田空港１-１-２,天空橋駅,天空橋,東京都
羽田空港第3ターミナル,13,東京都大田区羽田空港二丁目6-5,羽田空港第3ターミナル駅,羽田空港第3ターミナル,東京都
新整備場,13,大田区羽田空港３-５-１,新整備場駅,新整備場,東京都
羽田空港第1ターミナル,13,大田区羽田空港３-３-２,羽田空港第1ターミナル駅,羽田空港第1ターミナル,東京都
羽田空港第2ターミナル,13,大田区羽田空港３-４-２,羽田空港第2ターミナル駅,羽田空港第2ターミナル,東京都
新木場,13,東京都江東区新木場一丁目6,新木場駅,新木場,東京都
東雲,13,江東区東雲２-８-１０,東雲駅,東雲,東京都
国際展示場,13,江東区有明２-５-２５,国際展示場駅,国際展示場,東京都
東京テレポート,13,江東区青海１-２,東京テレポート駅,東京テレポート,東京都
天王洲アイル,13,品川区東品川２-５-１９,天王洲アイル駅,天王洲アイル,東京都
品川シーサイド,13,品川区東品川４-１２-２２,品川シーサイド駅,品川シーサイド,東京都
大井町,13,品川区大井１丁目,大井町駅,大井町,東京都
大崎,13,東京都品川区大崎一丁目21-4,大崎駅,大崎,東京都
京成高砂,13,東京都葛飾区高砂五丁目28-1,京成高砂駅,京成高砂,東京都
新柴又,13,葛飾区柴又５-７-１,新柴又駅,新柴又,東京都
日暮里,13,東京都荒川区西日暮里二丁目19-1,日暮里駅,日暮里,東京都
西日暮里,13,東京都荒川区西日暮里五丁目31-7,西日暮里駅,西日暮里,東京都
赤土小学校前,13,荒川区東尾久４-７-７,赤土小学校前駅,赤土小学校前,東京都
熊野前,13,荒川区東尾久５,熊野前駅,熊野前,東京都
足立小台,13,足立区小台１-２０-１,足立小台駅,足立小台,東京都
扇大橋,13,足立区扇２-２５-７,扇大橋駅,扇大橋,東京都
高野,13,足立区扇２-４５-１,高野駅,高野,東京都
江北,13,足立区江北４-３０-２７,江北駅,江北,東京都
西新井大師西,13,足立区江北６-３０-２３,西新井大師西駅,西新井大師西,東京都
谷在家,13,足立区谷在家３-２０-２３,谷在家駅,谷在家,東京都
舎人公園,13,足立区舎人公園１-１０,舎人公園駅,舎人公園,東京都
舎人,13,足立区舎人１-１６-１５,舎人駅,舎人,東京都
見沼代親水公園,13,足立区舎人２-２１-１３,見沼代親水公園駅,見沼代親水公園,東京都